frame,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_foot_x,left_foot_y,left_foot_z,left_foot_visibility,right_foot_x,right_foot_y,right_foot_z,right_foot_visibility
0,0.0,0.5099819898605347,0.335874080657959,-0.4317396283149719,0.9962977170944214,0.5577458143234253,0.3616679608821869,-0.23732170462608337,0.9997345209121704,0.47749844193458557,0.34418416023254395,-0.18368777632713318,0.9993810057640076,0.5765234231948853,0.4653644561767578,-0.2823241651058197,0.39164167642593384,0.4550909399986267,0.39403441548347473,-0.08509910851716995,0.5438259840011597,0.5415640473365784,0.4773661196231842,-0.42717260122299194,0.34680628776550293,0.4392370283603668,0.45479366183280945,-0.0903751403093338,0.5207064747810364,0.5348818898200989,0.5335990786552429,-0.008907998912036419,0.9986109137535095,0.49240583181381226,0.5226900577545166,0.008787681348621845,0.998847246170044,0.5309087038040161,0.6877120137214661,-0.026900017634034157,0.4818210005760193,0.5114549398422241,0.6589968204498291,-0.10927413403987885,0.7322597503662109,0.5273930430412292,0.8312243223190308,0.0786648839712143,0.5354508757591248,0.5038005709648132,0.7965408563613892,0.0411311499774456,0.6852251291275024,0.5237373113632202,0.9014918208122253,-0.01707329787313938,0.538898766040802,0.50376296043396,0.8676914572715759,-0.024544503539800644,0.6449475288391113
1,0.03333333333333333,0.509853184223175,0.3277676999568939,-0.41160935163497925,0.9966476559638977,0.5575767159461975,0.3551056981086731,-0.21000845730304718,0.9997577667236328,0.47753453254699707,0.3393835425376892,-0.18267054855823517,0.9994382858276367,0.5763407945632935,0.45643121004104614,-0.23704440891742706,0.4429863691329956,0.45540690422058105,0.3920351266860962,-0.0993063896894455,0.5741613507270813,0.5423277616500854,0.4703023135662079,-0.36316388845443726,0.4045160114765167,0.4374270439147949,0.44692903757095337,-0.11286282539367676,0.5598406791687012,0.5349390506744385,0.5305372476577759,-8.985070599010214e-05,0.9987322092056274,0.49232906103134155,0.5170859694480896,-4.0032486140262336e-05,0.998948335647583,0.5321605205535889,0.6829554438591003,-0.0229649655520916,0.5063775777816772,0.5108556747436523,0.6490989923477173,-0.14000524580478668,0.752216100692749,0.5274306535720825,0.8311116695404053,0.06193431094288826,0.5756391882896423,0.5033707618713379,0.7942790389060974,-0.019129829481244087,0.7088456153869629,0.5260807275772095,0.9004741907119751,-0.04635123908519745,0.5789663195610046,0.5037420988082886,0.8675306439399719,-0.10398241132497787,0.6716786026954651
2,0.06666666666666667,0.5091990232467651,0.31806179881095886,-0.44282016158103943,0.9969691038131714,0.5571451187133789,0.346064031124115,-0.23174962401390076,0.9997795820236206,0.4766005873680115,0.3311726748943329,-0.20323562622070312,0.9994894862174988,0.5763616561889648,0.4459773600101471,-0.25419482588768005,0.48851117491722107,0.4565618932247162,0.3916873037815094,-0.11527489125728607,0.5872749090194702,0.5423377752304077,0.46234098076820374,-0.3786606788635254,0.4544459581375122,0.4376850724220276,0.4458003640174866,-0.12406543642282486,0.5871536135673523,0.5351540446281433,0.5238725543022156,-0.0013571211602538824,0.9988411664962769,0.492354154586792,0.5084017515182495,0.0012337279040366411,0.999038577079773,0.5320583581924438,0.6737687587738037,-0.02896466851234436,0.5131680369377136,0.5096205472946167,0.6399823427200317,-0.16650788486003876,0.7646518349647522,0.5272647738456726,0.8210737705230713,0.054878465831279755,0.6055029034614563,0.5037621259689331,0.7940661311149597,-0.057497262954711914,0.725492000579834,0.5260468125343323,0.8912277221679688,-0.055070437490940094,0.6099017262458801,0.5038710236549377,0.8665069341659546,-0.15168146789073944,0.6915655732154846
3,0.1,0.5081092119216919,0.3065122961997986,-0.4654495120048523,0.9972624778747559,0.5568822622299194,0.3379244804382324,-0.24711290001869202,0.9997998476028442,0.4753071367740631,0.32176557183265686,-0.2097613513469696,0.9995364546775818,0.576375424861908,0.4370402991771698,-0.2683510184288025,0.535509467124939,0.44718870520591736,0.35683169960975647,-0.11706320941448212,0.6086294054985046,0.541691780090332,0.45472466945648193,-0.383090078830719,0.505462110042572,0.43773332238197327,0.44232040643692017,-0.12536188960075378,0.6174015402793884,0.5351583957672119,0.5139058232307434,-0.0020564007572829723,0.9989402294158936,0.4919271469116211,0.49955838918685913,0.001945151248946786,0.999121367931366,0.5312069654464722,0.6617146730422974,-0.0183604396879673,0.5254995822906494,0.5079501867294312,0.6324335932731628,-0.17656949162483215,0.7819664478302002,0.5272520780563354,0.8035557270050049,0.10392782837152481,0.6328259110450745,0.5036715269088745,0.793840765953064,-0.06515513360500336,0.7459186911582947,0.5263665914535522,0.877648651599884,-0.0032396987080574036,0.6383614540100098,0.5043350458145142,0.8647197484970093,-0.1676967442035675,0.7148874402046204
4,0.13333333333333333,0.5078904032707214,0.30706262588500977,-0.46229666471481323,0.9975303411483765,0.5565709471702576,0.33610105514526367,-0.24878065288066864,0.9998183250427246,0.47466570138931274,0.3203442096710205,-0.20479515194892883,0.999579668045044,0.5763699412345886,0.43424567580223083,-0.26949343085289,0.5775418877601624,0.450347900390625,0.3619328737258911,-0.0991927832365036,0.6275249123573303,0.5415616035461426,0.4529350697994232,-0.39399832487106323,0.5508187413215637,0.437660276889801,0.440826952457428,-0.08146381378173828,0.6458173394203186,0.5351734161376953,0.5126913189888,-0.002439864445477724,0.9990290403366089,0.4919373095035553,0.4979436993598938,0.0023148804903030396,0.9991968870162964,0.5306767821311951,0.6589148640632629,-0.010830990970134735,0.5382500886917114,0.5075057744979858,0.6315274834632874,-0.1668229103088379,0.7989548444747925,0.5273674726486206,0.7995222210884094,0.11370394378900528,0.6558647155761719,0.5035169720649719,0.7939015030860901,-0.06765897572040558,0.7653384208679199,0.526422917842865,0.8745877742767334,0.014204946346580982,0.6630682349205017,0.5049721598625183,0.8647392988204956,-0.1684672087430954,0.7369031310081482
5,0.16666666666666666,0.5068878531455994,0.2993740439414978,-0.4674099087715149,0.997772216796875,0.5561836361885071,0.3316705524921417,-0.2520625591278076,0.9998353719711304,0.4740830361843109,0.31429508328437805,-0.21425673365592957,0.9996199011802673,0.5764811038970947,0.42930474877357483,-0.2694297134876251,0.6172764897346497,0.4510107934474945,0.3686005175113678,-0.14182297885417938,0.6559289693832397,0.54087895154953,0.4512765109539032,-0.39550209045410156,0.5923858880996704,0.4388844966888428,0.4402974545955658,-0.18073402345180511,0.6755169630050659,0.5352122187614441,0.5052952766418457,-0.0021335154306143522,0.9991163015365601,0.4920156002044678,0.490765243768692,0.002034623408690095,0.9992716312408447,0.5290185809135437,0.6493216753005981,0.012193015776574612,0.555782675743103,0.505807638168335,0.628998875617981,-0.14965364336967468,0.8161431550979614,0.5276626348495483,0.7659826278686523,0.19534602761268616,0.6623235940933228,0.5030983090400696,0.7939892411231995,-0.0656982883810997,0.785515308380127,0.5258731842041016,0.8462464213371277,0.1194971427321434,0.6706171631813049,0.5039173364639282,0.8625076413154602,-0.1739347130060196,0.7586227655410767
6,0.2,0.5053362250328064,0.29308539628982544,-0.4597848057746887,0.9979904294013977,0.5550723075866699,0.3257352113723755,-0.2443057745695114,0.9998508095741272,0.4730973243713379,0.30848318338394165,-0.2104204148054123,0.9996559619903564,0.5764895677566528,0.4217979907989502,-0.2548488974571228,0.6533034443855286,0.45132166147232056,0.3721228837966919,-0.1458660215139389,0.6818685531616211,0.5408834218978882,0.45232370495796204,-0.38184255361557007,0.630414605140686,0.43887099623680115,0.4377427101135254,-0.18593361973762512,0.7023847103118896,0.5354431867599487,0.5033008456230164,0.0007174414349719882,0.9991917014122009,0.4922051429748535,0.48867878317832947,-0.0008038232917897403,0.9993374347686768,0.5274591445922852,0.6407032012939453,0.0262325219810009,0.5603258013725281,0.5051223635673523,0.6252721548080444,-0.14752057194709778,0.8314788937568665,0.5278628468513489,0.751430332660675,0.22462308406829834,0.6493068337440491,0.5030840635299683,0.7951372861862183,-0.1035388857126236,0.8035487532615662,0.5219492316246033,0.8290011882781982,0.16006474196910858,0.6615219712257385,0.5044441223144531,0.8605149984359741,-0.21644778549671173,0.777886688709259
7,0.23333333333333334,0.504170835018158,0.28740575909614563,-0.4564026892185211,0.9981864094734192,0.553608238697052,0.32009077072143555,-0.24368730187416077,0.9998649954795837,0.4729687571525574,0.30103567242622375,-0.21992678940296173,0.9996894001960754,0.5764950513839722,0.41473206877708435,-0.2521507441997528,0.6856117844581604,0.44297775626182556,0.3477518856525421,-0.16922880709171295,0.7067950367927551,0.540881335735321,0.45258137583732605,-0.3727110028266907,0.6631807684898376,0.43900829553604126,0.43626612424850464,-0.22045619785785675,0.7262006998062134,0.5354403257369995,0.4963119924068451,0.005055162124335766,0.9992647767066956,0.4921826422214508,0.4824269115924835,-0.005130270030349493,0.9994003772735596,0.5272061824798584,0.6342306733131409,0.045739028602838516,0.5552045106887817,0.5032671093940735,0.6240532398223877,-0.13771645724773407,0.8453903198242188,0.528985321521759,0.7246155738830566,0.2831587493419647,0.6099444627761841,0.5022805333137512,0.7962847948074341,-0.10627869516611099,0.8195713758468628,0.5195800065994263,0.7995247840881348,0.23699292540550232,0.6281130313873291,0.5064269304275513,0.8539571762084961,-0.22306211292743683,0.7949756383895874
8,0.26666666666666666,0.5030695199966431,0.2848603129386902,-0.43383121490478516,0.9983595013618469,0.5528504252433777,0.3187541663646698,-0.23406048119068146,0.9998778700828552,0.4728732705116272,0.2968340218067169,-0.2069406509399414,0.9997194409370422,0.5764353275299072,0.41215646266937256,-0.23723939061164856,0.7155207395553589,0.4418136477470398,0.35023000836372375,-0.14799976348876953,0.72899329662323,0.5409814119338989,0.45313534140586853,-0.34597256779670715,0.6945075392723083,0.4413849711418152,0.43693405389785767,-0.19530817866325378,0.7467270493507385,0.53543621301651,0.49769750237464905,0.004170521628111601,0.9993312358856201,0.49220624566078186,0.48383623361587524,-0.004244047682732344,0.9994578957557678,0.5268376469612122,0.6378648281097412,0.07543368637561798,0.5586377382278442,0.501589834690094,0.623469352722168,-0.15367965400218964,0.859948456287384,0.5292596817016602,0.7104288339614868,0.3295687735080719,0.5749298930168152,0.5017051100730896,0.8023861646652222,-0.15347735583782196,0.8364080786705017,0.5168725252151489,0.775634229183197,0.28972694277763367,0.5993615984916687,0.5065240263938904,0.8545937538146973,-0.27414074540138245,0.8137619495391846
9,0.3,0.5017116069793701,0.2836323380470276,-0.4471079409122467,0.9985190033912659,0.5524079203605652,0.31505247950553894,-0.24405589699745178,0.9998895525932312,0.4720596671104431,0.294922411441803,-0.22863011062145233,0.9997470378875732,0.5764766931533813,0.4080882668495178,-0.23641672730445862,0.7412008047103882,0.4395764470100403,0.3516354560852051,-0.18170955777168274,0.7510632276535034,0.5416794419288635,0.45699313282966614,-0.3352009654045105,0.7197163701057434,0.4422300457954407,0.4389480650424957,-0.23790988326072693,0.7667943835258484,0.5354642868041992,0.4960588216781616,0.00646542152389884,0.9993941783905029,0.49220871925354004,0.48000603914260864,-0.006544759031385183,0.9995110630989075,0.5268586874008179,0.6416952610015869,0.07533480226993561,0.5428655743598938,0.4990949034690857,0.6254518628120422,-0.13051117956638336,0.8717374801635742,0.5239712595939636,0.6927375197410583,0.3384026288986206,0.5277079939842224,0.5017014741897583,0.8129898309707642,-0.14236365258693695,0.8507055640220642,0.5119115710258484,0.7553417682647705,0.3050445318222046,0.5557758212089539,0.5070195198059082,0.8553476929664612,-0.2698788046836853,0.8294373750686646
